Postcode,Huisnummer,Bouwjaar,Gebouwtype,Energieklasse,warmte_predicted,warmte_final,gas_sjv_m3,gas_per_m2,priority,PC4
1689RG,66,1981,Appartement,C,119.0926845511736,123.06,1156.9471830985915,21.751216076303656,Medium,1689
1689RG,65,1981,Appartement,B,105.00754355184542,99.95,1156.9471830985915,21.751216076303656,Low,1689
1689RG,64,1981,Appartement,B,106.72952972992883,99.95,1156.9471830985915,21.751216076303656,Low,1689
1689RG,63,1981,Appartement,C,120.29882904002739,121.45,1156.9471830985915,21.751216076303656,Medium,1689
1689RG,62,1981,Appartement,C,123.91586932623682,124.02,1156.9471830985915,21.751216076303656,Medium,1689
1689RG,61,1981,Appartement,D,170.24599708411608,173.35,1156.9471830985915,21.751216076303656,High,1689
1689RG,60,1981,Appartement,C,148.1095185677742,150.52,1156.9471830985915,21.751216076303656,High,1689
1689RG,59,1981,Appartement,D,160.416650228965,156.93,1156.9471830985915,21.751216076303656,High,1689
1689RG,58,1981,Appartement,D,173.13398859179122,177.22,1156.9471830985915,21.751216076303656,High,1689
1689RG,57,1981,Appartement,C,133.87280941424189,134.98,1156.9471830985915,14.200898282786197,Medium,1689
1689RG,56,1981,Appartement,B,115.90991395753873,117.17,1156.9471830985915,14.200898282786197,Medium,1689
1689RG,55,1981,Appartement,B,112.1987308256653,115.67,1156.9471830985915,12.60291049127006,Medium,1689
1689RG,54,1981,Appartement,B,115.97732942638372,119.74,1156.9471830985915,12.60291049127006,Medium,1689
1689RG,53,1981,Appartement,C,115.86627397475065,116.0,1156.9471830985915,21.751216076303656,Medium,1689
1689RG,52,1981,Appartement,B,98.3851679599819,97.96,1156.9471830985915,21.751216076303656,Low,1689
1689RG,51,1981,Appartement,B,102.05094813556494,99.61,1156.9471830985915,21.751216076303656,Low,1689
1689RG,50,1981,Appartement,B,112.58687613553482,117.02,1156.9471830985915,21.751216076303656,Medium,1689
1689RG,49,1981,Appartement,D,192.61948332976664,187.95,1156.9471830985915,21.751216076303656,High,1689
1689RG,48,1981,Appartement,B,106.72952972992883,99.54,1156.9471830985915,21.751216076303656,Low,1689
1689RG,47,1981,Appartement,B,105.86285553567167,102.78,1156.9471830985915,21.751216076303656,Medium,1689
1689RG,46,1981,Appartement,C,118.38435886491801,118.38,1156.9471830985915,21.751216076303656,Medium,1689
1689RG,45,1981,Appartement,C,143.31102913337628,151.69,1156.9471830985915,21.751216076303656,High,1689
1689RG,44,1981,Appartement,D,172.36799416206975,178.94,1156.9471830985915,21.751216076303656,High,1689
1689RG,43,1981,Appartement,D,174.15534837692286,171.09,1156.9471830985915,21.751216076303656,High,1689
1624GK,4,1970,Vrijstaande woning,C,183.7755965754696,170.69,,,High,1624
1621KS,75,1860,Vrijstaande woning,E,229.65045826106905,235.94,,,High,1621
1689LD,80,1979,Rijwoning hoek,C,134.63328497187845,143.5,1156.9471830985915,10.386454646724046,Medium,1689
1621GL,6,1875,Rijwoning tussen,G,313.2894896798967,307.4,,,High,1621
1621HZ,31,1997,Appartement,A,60.315748793727856,52.38,,,Low,1621
1625NG,119,1930,Rijwoning hoek,A,100.10785804413881,99.0,,,Low,1625
1624GD,37,1960,Appartement,C,139.6600320247114,155.38,,,High,1624
1624GD,29,1960,Appartement,E,163.42776408924973,155.06,,,High,1624
1624GD,13,1960,Appartement,E,163.42776408924973,156.31,,,High,1624
1624VD,23,1966,Appartement,D,154.3075844416669,128.96,,,Medium,1624
1689KG,91,1977,Appartement,A,76.34841111876499,108.27,1156.9471830985915,15.222989251297257,Medium,1689
1621HS,7,1890,Rijwoning hoek,C,162.7520975494978,162.88,,,High,1621
1621LK,4,1976,Appartement,B,109.34291494060935,114.63,,,Medium,1621
1628DH,123,1983,Rijwoning hoek,C,143.68663700606638,154.9,,,High,1628
1689NZ,18,2000,Appartement,A,60.21524463350973,62.85,1156.9471830985915,14.613454377903139,Low,1689
1689HN,18,1974,Rijwoning tussen,B,128.6178920063902,129.93,1156.9471830985915,9.324955130963097,Medium,1689
1622JK,33,1980,Rijwoning tussen,A,88.80725039340416,101.25,,,Medium,1622
1689WC,141,2009,Rijwoning tussen,A,63.064069105393784,69.8,1156.9471830985915,10.587967265476266,Low,1689
1689CR,13,2016,Vrijstaande woning,A,86.50945025909466,91.99,1156.9471830985915,6.008554573350254,Low,1689
1622GG,46,1978,Rijwoning tussen,B,116.78760479750633,122.24,,,Medium,1622
1628XA,22,1997,Rijwoning hoek,B,104.02889200826962,108.06,,,Low,1628
1623JD,59,1958,Rijwoning tussen,A,91.20337966950744,87.75,,,Low,1623
1622ZA,3,1966,Rijwoning tussen,C,135.65889088153094,140.44,,,Medium,1622
1628JA,10,1983,Rijwoning hoek,C,143.9167252794762,150.58,,,High,1628
1624BJ,277,1930,Rijwoning tussen,D,208.26982750996913,207.2,,,High,1624
1628VM,5,1994,Rijwoning tussen,A,90.23605153237416,88.79,,,Low,1628
1628WL,162,1996,Appartement,A+,75.91112432893745,79.43,,,Low,1628
1628TJ,65,1994,Rijwoning tussen,A,106.18675390907585,115.58,,,Low,1628
1624GA,13,1977,Appartement,B,129.9785993984566,142.81,,,Medium,1624
1689WD,69,2008,Appartement,A,75.92862512585508,71.19,1156.9471830985915,20.361618850731986,Low,1689
1624HN,59,1968,Appartement,A+,54.20594347688919,61.68,,,Low,1624
1628ES,5,1988,Twee-onder-één-kap,B,123.24599862668165,126.91,,,Medium,1628
1689WZ,54,2008,Rijwoning tussen,A+,65.70041294301743,73.37,1156.9471830985915,9.257058594163798,Low,1689
1689SM,93,2005,Appartement,A,77.62112842523399,74.46,1156.9471830985915,39.513223466481946,Low,1689
1625TL,55,1972,Rijwoning hoek,E,211.62860344306438,210.07,,,High,1625
1689EV,16,1919,Vrijstaande woning,B,162.61507885611562,159.59,1156.9471830985915,7.632081160357487,High,1689
1689TE,33,1982,Rijwoning tussen,B,106.13286166198732,110.9,1156.9471830985915,9.890973609460472,Medium,1689
1621KS,71,1860,Rijwoning tussen,D,189.7202130498258,197.19,,,High,1621
1628XA,216,1997,Rijwoning tussen,A,77.91858712519249,84.62,,,Low,1628
1628RW,102,1991,Twee-onder-één-kap,B,117.51473059587587,120.95,,,Medium,1628
1622EJ,129,1978,Rijwoning hoek,B,128.52184275307053,140.58,,,Medium,1622
1689HN,15,1974,Rijwoning tussen,B,120.38042425507918,119.91,1156.9471830985915,9.162486600923351,Medium,1689
1689VB,18,1982,Rijwoning hoek,C,143.22112109054424,148.55,1156.9471830985915,11.694604094800278,Medium,1689
1628DD,56,1983,Rijwoning tussen,B,109.91694535177238,120.76,,,Medium,1628
1622JC,60,1980,Rijwoning tussen,C,115.80846191199771,118.02,,,Medium,1622
1621ME,12,2000,Rijwoning tussen,A,81.81283434798469,95.91,,,Low,1621
1623LE,57,1923,Rijwoning tussen,C,131.6702443981153,141.81,,,Medium,1623
1625CA,11,1975,Rijwoning tussen,A,91.5253030712241,100.0,,,Medium,1625
1623RK,122,1928,Rijwoning tussen,C,138.41051786847243,153.45,,,High,1623
1628VT,159,1997,Rijwoning hoek,A,105.5996528399077,94.12,,,Low,1628
1628RP,142,1992,Twee-onder-één-kap,C,120.3348084400249,120.27,,,Low,1628
1628PR,69,1990,Twee-onder-één-kap,A,82.70736732698725,77.52,,,Low,1628
1689WG,82,2007,Rijwoning hoek,A,73.83758547733167,66.03,1156.9471830985915,10.237564667716056,Low,1689
1689KP,34,1977,Rijwoning tussen,B,122.64460563008406,126.21,1156.9471830985915,11.809198561790257,Medium,1689
1628BC,59,1985,Appartement,C,111.76037075395746,122.16,,,Medium,1628
1689WS,106,2005,Rijwoning tussen,A+,58.347204773358634,54.58,1156.9471830985915,9.503426836689597,Low,1689
1623MJ,12,1950,Appartement,A,86.13236020488645,86.85,,,Low,1623
1623RK,106,1928,Rijwoning tussen,C,147.0552472249194,147.6,,,Medium,1623
1621AZ,8,1991,Rijwoning tussen,B,114.39265126080139,112.16,,,Medium,1621
1622GN,60,1978,Appartement,A,93.55256023291952,104.07,,,Medium,1622
1689VA,15,1982,Rijwoning tussen,A,96.48047814282735,105.52,1156.9471830985915,12.04275198395536,Medium,1689
1624HG,164,2007,Rijwoning hoek,A,84.99612028391056,94.56,,,Low,1624
1624TH,15,1920,Rijwoning tussen,A+,149.31228180597097,161.87,,,High,1624
1621KR,33,1890,Rijwoning tussen,C,161.5403293659621,160.47,,,High,1621
1689RA,20,1982,Twee-onder-één-kap,C,136.79228122392504,140.47,1156.9471830985915,6.814390288011494,Medium,1689
1625CW,44,1976,Rijwoning tussen,A,107.63416362949103,110.38,,,Medium,1625
1689GA,137,1966,Vrijstaande woning,C,170.08289487331373,171.6,1156.9471830985915,8.061787910937158,High,1689
1622DK,164,1973,Appartement,A,88.44799868329325,85.86,,,Low,1622
1628NW,198,1988,Appartement,B,103.94783614289342,109.66,,,Medium,1628
1621ML,6,1998,Appartement,A,84.18675755265761,80.74,,,Low,1621
1625BA,10,1975,Rijwoning tussen,B,113.23154544488715,118.65,,,Medium,1625
1689EZ,134,1920,Vrijstaande woning,B,202.48531738691597,194.0,1156.9471830985915,9.715713663911584,High,1689
1689WR,58,2006,Rijwoning tussen,A,71.11099950751937,63.48,1156.9471830985915,10.982980663552226,Low,1689
1624CC,4,1960,Twee-onder-één-kap,B,128.1445514542905,147.8,,,Medium,1624
1621AA,76,1987,Appartement,B,105.2011697660506,109.82,,,Medium,1621
1628MJ,46,1986,Rijwoning tussen,A,102.93711868661012,102.67,,,Medium,1628
1621MP,3,2001,Appartement,A,75.37418625061429,82.6,,,Low,1621
1628GZ,95,1985,Rijwoning tussen,B,110.16290173656878,115.35,,,Medium,1628
1624AB,25,1925,Rijwoning hoek,C,145.47750890538518,154.81,,,High,1624
1625PM,109,1980,Appartement,B,120.30002888381506,118.47,,,Medium,1625
1624NC,24,1913,Rijwoning tussen,C,154.9333452208552,143.01,,,Medium,1624
1689XK,15,2013,Appartement,A,85.71957859626049,90.87,1156.9471830985915,21.94512866271987,Low,1689
1689CP,29,2015,Rijwoning hoek,A,75.80190623121175,57.76,1156.9471830985915,7.837864528816418,Low,1689
1628XE,92,1998,Rijwoning tussen,A,75.79676163233863,88.4,,,Low,1628
1622AA,34,1967,Twee-onder-één-kap,A,134.35110535379812,134.14,,,Medium,1622
1625CR,64,1975,Rijwoning tussen,A,109.28032596879054,119.59,,,Medium,1625
1624EH,136,2004,Appartement,A,62.293449559666335,67.47,,,Low,1624
1689WL,71,2006,Rijwoning hoek,A,81.21135549362542,87.16,1156.9471830985915,8.603117066467814,Low,1689
1689BB,18,1982,Rijwoning tussen,B,117.87558822337519,116.93,1156.9471830985915,10.092883041948806,Medium,1689
1689RK,111,1980,Rijwoning hoek,C,141.70101568135928,144.3,1156.9471830985915,15.070303283816486,Medium,1689
1689GW,33,1974,Rijwoning tussen,C,141.5399861425322,150.44,1156.9471830985915,9.597239179581846,High,1689
1689DD,69,1978,Vrijstaande woning,C,150.43727055925743,155.85,1156.9471830985915,6.759053473731329,High,1689
1628GR,126,1985,Rijwoning tussen,B,109.03207516128386,111.17,,,Medium,1628
1628GB,39,1983,Rijwoning tussen,B,109.48802037827599,113.95,,,Medium,1628
1628WX,203,1996,Vrijstaande woning,A,108.81206574221561,109.34,,,Low,1628
1625NE,83,2020,Vrijstaande woning,A+++,80.26509452789956,90.93,,,Low,1625
1624BG,187,1984,Rijwoning hoek,A,133.85315512951144,145.02,,,Medium,1624
1622EN,190,1979,Appartement,C,152.54409194455894,141.84,,,Medium,1622
1689TV,74,1982,Rijwoning tussen,B,111.09691734198447,106.19,1156.9471830985915,12.61390299933048,Medium,1689
1622KD,72,1981,Rijwoning hoek,A,118.19838778242509,123.03,,,Medium,1622
1622KP,19,1980,Rijwoning tussen,A,93.18952227441798,100.78,,,Medium,1622
1628XA,203,1997,Rijwoning hoek,A,101.50556037723801,103.37,,,Low,1628
1689LJ,23,1978,Rijwoning tussen,C,125.17728185617992,128.81,1156.9471830985915,11.443592315515248,Medium,1689
1622AG,15,1987,Appartement,A+,59.22933139986719,56.79,,,Low,1622
1689EE,10,1963,Rijwoning tussen,B,126.77484841134584,122.69,1156.9471830985915,10.685759518782595,Medium,1689
1625AJ,25,1974,Vrijstaande woning,B,127.84442875200948,126.55,,,Medium,1625
1628WC,63,1996,Rijwoning tussen,A,89.92929910093814,101.23,,,Low,1628
1621GL,60,2002,Appartement,A,79.07078424996797,82.94,,,Low,1621
1628EG,112,1983,Rijwoning hoek,B,121.77018283954364,141.19,,,Medium,1628
1624EH,100,1905,Rijwoning hoek,A++,139.13278012459403,145.84,,,Medium,1624
1625BJ,55,1974,Rijwoning tussen,E,225.30310087828911,223.07,,,High,1625
1689TS,33,1982,Rijwoning hoek,A,120.33121368495694,119.86,1156.9471830985915,9.850550728808782,Medium,1689
1622JA,2,1980,Rijwoning tussen,A,87.41193312515739,102.8,,,Medium,1622
1628SL,16,1993,Rijwoning hoek,B,114.1752444023626,118.52,,,Low,1628
1624AH,82,1935,Rijwoning tussen,C,157.47707343623657,159.92,,,High,1624
1624GB,6,1970,Rijwoning tussen,B,129.11162096414117,137.04,,,Medium,1624
1625EN,3,1976,Rijwoning tussen,C,122.70614910535524,124.21,,,Medium,1625
1623LT,30,1952,Rijwoning tussen,C,182.14309597416138,171.17,,,High,1623
1689WS,119,2005,Rijwoning tussen,A,85.66449591999348,87.55,1156.9471830985915,10.652308103292436,Low,1689
1622CV,109,1975,Rijwoning tussen,A,79.82674607905808,77.62,,,Low,1622
1622CX,139,1975,Rijwoning tussen,A,79.82674607905808,77.62,,,Low,1622
1625ZR,103,1976,Rijwoning hoek,A++,125.58713686821508,134.18,,,Medium,1625
1689CJ,3,2020,Vrijstaande woning,A+++,76.90992055110418,91.46,1156.9471830985915,4.653850294040995,Low,1689
1628MD,48,1987,Rijwoning hoek,C,122.49903256018631,126.18,,,Medium,1628
1628SR,40,1993,Twee-onder-één-kap,A,101.663284803466,114.54,,,Low,1628
1621HP,5,1880,Vrijstaande woning,C,154.63937407593596,147.36,,,Medium,1621
1628WJ,92,1996,Rijwoning hoek,A,98.91887594101803,100.79,,,Low,1628
1689EM,30,1958,Rijwoning hoek,C,131.50584745728327,133.46,1156.9471830985915,12.81226116388252,Medium,1689
1689RM,7,1980,Rijwoning tussen,A,108.54981850096642,109.04,1156.9471830985915,10.118481573365326,Medium,1689
1628MN,32,1989,Rijwoning hoek,B,119.55952189422885,122.25,,,Medium,1628
1625HT,78,1977,Rijwoning hoek,A+,109.85385530169725,102.69,,,Medium,1625
1621EC,27,2026,Appartement,,62.4841505417369,62.71,,,Low,1621
1624TL,44,1920,Rijwoning tussen,E,235.17393522076566,239.17,,,High,1624
1628XE,47,1998,Rijwoning tussen,A,82.38021780750888,89.09,,,Low,1628
1623RT,26,1925,Rijwoning tussen,E,233.05493438772442,241.22,,,High,1623
1625WG,14,1972,Rijwoning tussen,B,111.25667239174358,134.27,,,Medium,1625
1628XA,187,1997,Rijwoning tussen,A,75.08529635607326,80.65,,,Low,1628
1689WL,51,2006,Rijwoning tussen,A,59.69430652551496,52.32,1156.9471830985915,10.59184457656863,Low,1689
1689WX,27,2010,Vrijstaande woning,A+,78.12373615739317,67.79,1156.9471830985915,4.199445310702692,Low,1689
1689JK,194,1979,Rijwoning tussen,B,116.11974508153577,123.41,1156.9471830985915,10.563798238665006,Medium,1689
1628XK,70,2000,Rijwoning tussen,B,86.51672375318529,59.05,,,Low,1628
1628PP,39,1990,Rijwoning tussen,A+,87.16996879636073,80.42,,,Low,1628
1623JH,2,1958,Rijwoning hoek,A,101.75430577593663,101.03,,,Medium,1623
1625RH,28,1989,Rijwoning tussen,A,118.54355243055882,118.65,,,Medium,1625
1689MC,43,1980,Rijwoning tussen,B,120.56685238440433,120.12,1156.9471830985915,11.328181563679541,Medium,1689
1689ML,204,1978,Rijwoning tussen,B,111.40948256843842,114.14,1156.9471830985915,13.207159624413146,Medium,1689
1689NC,60,1980,Rijwoning hoek,A,121.5799201389609,125.91,1156.9471830985915,10.853163068467088,Medium,1689
1628XE,68,1998,Vrijstaande woning,A++,107.08991267313786,106.21,,,Low,1628
1623JG,66,1958,Appartement,E,170.44823245476508,138.48,,,Medium,1623
1628JE,101,1987,Rijwoning hoek,C,128.1347836350274,118.92,,,Medium,1628
1689GZ,4,1983,Rijwoning hoek,B,124.78277460542697,129.2,1156.9471830985915,11.210728518397204,Medium,1689
1628XJ,19,2000,Rijwoning tussen,A++,65.4675177895937,55.44,,,Low,1628
1628XA,217,1997,Rijwoning tussen,A,86.78118584230941,88.02,,,Low,1628
1689WE,122,2008,Rijwoning tussen,A++,62.092081214135845,49.78,1156.9471830985915,9.576584579907221,Low,1689
1625RD,49,1989,Rijwoning tussen,A++,117.35755245784641,125.74,,,Medium,1625
1625RA,11,1987,Rijwoning hoek,B,123.41339628495003,123.76,,,Medium,1625
1622BR,15,1972,Rijwoning tussen,C,145.96339410452768,134.78,,,Medium,1622
1628JX,73,1991,Twee-onder-één-kap,C,122.30382150698107,115.02,,,Medium,1628
1628JS,19,1850,Twee-onder-één-kap,A,97.35797027059489,96.84,,,Low,1628
1689DZ,31,2024,Rijwoning hoek,A++++,39.0728253662201,36.44,1156.9471830985915,13.550564337064788,Low,1689
1689DZ,30,2024,Rijwoning tussen,A++++,26.65828216029023,26.25,1156.9471830985915,13.942482322229349,Low,1689
1689DZ,29,2024,Rijwoning tussen,A++++,26.65828216029023,25.93,1156.9471830985915,13.942482322229349,Low,1689
1689DZ,28,2024,Rijwoning tussen,A++++,26.65828216029023,24.73,1156.9471830985915,13.942482322229349,Low,1689
1689DZ,27,2024,Rijwoning hoek,A++++,39.0728253662201,32.8,1156.9471830985915,13.550564337064788,Low,1689
1689DX,9,2024,Rijwoning hoek,A++++,39.0728253662201,37.69,1156.9471830985915,13.550564337064788,Low,1689
1689DX,13,2024,Rijwoning hoek,A++++,39.0728253662201,34.99,1156.9471830985915,13.550564337064788,Low,1689
1689DX,12,2024,Rijwoning tussen,A++++,26.65828216029023,25.17,1156.9471830985915,13.942482322229349,Low,1689
1689DX,11,2024,Rijwoning tussen,A++++,26.65828216029023,27.33,1156.9471830985915,13.942482322229349,Low,1689
1689DX,10,2024,Rijwoning tussen,A++++,26.65828216029023,26.76,1156.9471830985915,13.942482322229349,Low,1689
1689WC,184,2009,Twee-onder-één-kap,A+,77.83637358778961,84.73,1156.9471830985915,9.327210440975422,Low,1689
1624EA,35,1895,Rijwoning tussen,A++,131.65955125727336,137.02,,,Medium,1624
1625CC,36,1974,Rijwoning hoek,B,134.09726834430654,141.21,,,Medium,1625
1689KR,61,1977,Rijwoning tussen,B,115.8470713388418,116.19,1156.9471830985915,11.569471830985915,Medium,1689
1628RH,140,1992,Vrijstaande woning,A,116.66375849599561,120.89,,,Low,1628
1623ML,15,2007,Vrijstaande woning,A++,90.43650135669914,93.79,,,Low,1623
1689VH,31,1983,Rijwoning tussen,B,114.30002476607353,114.95,1156.9471830985915,10.652308103292436,Medium,1689
1689LH,8,1978,Rijwoning tussen,B,125.11040295892688,123.22,1156.9471830985915,10.872541895485307,Medium,1689
1624GM,35,2008,Twee-onder-één-kap,A,89.60419016115434,93.12,,,Low,1624
1689WE,91,2008,Rijwoning tussen,A+,55.171360799430246,50.55,1156.9471830985915,11.39176036922599,Low,1689
1689KP,41,1977,Rijwoning tussen,B,113.5417941324709,119.62,1156.9471830985915,11.124492145178765,Medium,1689
1621KW,66,2025,Appartement,,55.01458836798239,58.29,,,Low,1621
1622JS,159,1980,Rijwoning tussen,A,109.53464466119885,121.41,,,Medium,1622
1625BK,60,1974,Twee-onder-één-kap,C,163.1040040714191,163.09,,,High,1625
1625EL,56,1976,Rijwoning tussen,A,96.24822921921928,95.45,,,Low,1625
1623RE,173,1919,Rijwoning tussen,C,156.96681208532905,171.33,,,High,1623
1621EJ,10,2006,Appartement,A,72.3929513609278,85.55,,,Low,1621
1622JJ,10,1980,Rijwoning tussen,A,100.42182081070605,101.06,,,Medium,1622
1689GB,167,1959,Vrijstaande woning,A++++,139.40362302227604,147.55,1156.9471830985915,9.287526556141861,Medium,1689
1689MR,19,1980,Rijwoning hoek,C,144.6950544380387,138.77,1156.9471830985915,11.086117124363659,Medium,1689
1628XK,56,2000,Vrijstaande woning,A,120.03282098798509,94.59,,,Low,1628
1625HX,132,1980,Appartement,A,83.807919110925,81.48,,,Low,1625
1622DN,228,1973,Appartement,A,62.68510048969145,61.55,,,Low,1622
1622AG,43,1985,Appartement,C,127.48688388625757,133.28,,,Medium,1622
1624HN,45,1968,Appartement,A,78.43525813358566,95.94,,,Low,1624
1628JE,85,1987,Rijwoning tussen,B,109.97041404914177,111.73,,,Medium,1628
1621GM,7,2002,Rijwoning tussen,A,68.76154552215709,74.1,,,Low,1621
1625ZV,148,1975,Rijwoning tussen,A,102.75020932186274,110.94,,,Medium,1625
1689KP,35,1977,Twee-onder-één-kap,A,107.5520724845151,134.72,1156.9471830985915,12.041498575131053,Medium,1689
1689VC,54,1982,Rijwoning hoek,B,121.0350845924572,127.64,1156.9471830985915,11.68161533823295,Medium,1689
1623RH,4,1915,Rijwoning tussen,G,291.92561950419935,279.35,,,High,1623
1625AD,66,1973,Rijwoning hoek,C,166.2837808073818,183.41,,,High,1625
1689TR,4,1982,Rijwoning tussen,A,102.4738402223573,113.09,1156.9471830985915,10.84095936186836,Medium,1689
1689SX,154,1982,Rijwoning tussen,B,111.29162947057675,115.11,1156.9471830985915,10.818657032902482,Medium,1689
1689CR,15,2016,Vrijstaande woning,A+++,85.45223365964395,81.55,1156.9471830985915,5.95689003757899,Low,1689
1623RK,126,1950,Vrijstaande woning,B,192.7720937886267,226.99,,,High,1623
1628ZA,33,2003,Rijwoning tussen,A++,53.673152973777036,50.34,,,Low,1628
1689RM,18,1982,Appartement,C,120.91509383734132,126.43,1156.9471830985915,18.73598677082739,Medium,1689
1689WP,28,2005,Twee-onder-één-kap,A,85.03356717907414,85.72,1156.9471830985915,7.998805192882962,Low,1689
1625EP,21,1975,Rijwoning tussen,B,113.44769230329312,99.68,,,Low,1625
1628CR,97,1985,Rijwoning tussen,A,111.82527123517603,109.46,,,Medium,1628
1625GH,34,1975,Vrijstaande woning,C,170.0044719700696,173.18,,,High,1625
1689AZ,5,2023,Vrijstaande woning,A+++,74.43884847876963,67.22,1156.9471830985915,4.855410370566525,Low,1689
1625TA,8,1974,Vrijstaande woning,C,150.9646785901253,159.29,,,High,1625
1689AZ,3,2023,Vrijstaande woning,A+++,66.01143680485511,68.78,1156.9471830985915,6.8584218572446,Low,1689
1689BS,31,1983,Rijwoning tussen,B,113.25112474992724,109.41,1156.9471830985915,10.196062246396329,Medium,1689
1628ES,13,1988,Twee-onder-één-kap,A++,110.58984085979858,110.81,,,Medium,1628
1624TP,23,1965,Rijwoning tussen,B,118.73469227755618,124.57,,,Medium,1624
1689KK,150,1977,Appartement,A,96.36287819647397,95.29,1156.9471830985915,13.873931923475135,Low,1689
1689WS,98,2005,Rijwoning tussen,A,67.29811603121988,69.32,1156.9471830985915,10.115827429383504,Low,1689
1621MP,21,2001,Appartement,A,68.99330673301758,68.79,,,Low,1621
